Sampling Date,Site ID,Park ID,Project ID,Lat (°N),Long (°W),Water Temp (°C),COND,PH,DO (mg/L),"UV Absorbance, 254nm",DOC,"SUVA, 254nm",Total Iron [mg/L],"Fe Corr'd SUVA, 254nm",HPOA SUVA (254nm),HPOA %,HPON %,HPI SUVA (254nm),HPI %,TPIA SUVA (254nm),TPIA %,AMMONIA_N,NITRATE_NITRITE_N,"NO2-N 
(mg N/L)",PTL,"TDN 
(mg N/L)",UTN (mgN/L),"TDP 
(mg P/L)",UTP (mgP/L),CHLORIDE,SULFATE,"F 
(mg/L)","Br 
(mg/L)",SODIUM,POTASSIUM,CALCIUM,MAGNESIUM,TOC (mgC/L),ANC,DIC (mg/L),d18O,dD,Al (µg/L),P (µg/L),Ti (µg/L),Cr (µg/L),Mn (µg/L),Fe* (µg/L),Co (µg/L),Ni (µg/L),Cu (µg/L),Zn (µg/L),As (µg/L),Sr (µg/L),Cd (µg/L),Sn (µg/L),Sb (µg/L),Te (µg/L),Ba (µg/L),Pb (µg/L),FeTot?,Fe(II)/FeTot,Fe(II) (µg/L),Fe(III) (µg/L),
9/7/2018,Kelly River,NOAT,ARCN,68.080002,-162.322496,-,-,-,-,0.017,1.1,1.7,*0.03,-,-,-,-,-,-,-,-,*0.005,0.017,-,0.003,0.07,0.03,*0.000,*0.001,1.18,35.97,-,-,4.52,0.44,69.9,14.51,0.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/15/2014,Kilikmak Creek,CAKR,ARCN,67.34982,-163.73915,11.4,287.2,8.17,9.3,0.063,2.6,2.5,< 0.02,-,3.2,39%,-,1.2,24%,2.2,23%,*0.000,0.097,-,*0.000,0.21,0.13,*0.000,*0.001,7.23,1.28,-,-,3.52,0.38,49.87,9.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 7/22/2019,Kilikmak Creek,CAKR,ARCN,67.34982,-163.73915,13.3,255,7.95,9.8,0.065,3.1,2.1,*0.04,,,,,,,,,*0.010,0.063,-,*0.001,0.22,0.17,*0.002,0.005,7.69,1.4,0.029,-,3.85,0.45,*0.00,9.95,2.17,113.59,37.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/6/2014,Killik River,GAAR,ARCN,68.15578,-154.1588,8.4,238,-,10.9,0.031,1.6,1.9,-,-,2.6,41%,-,-,-,-,-,*0.002,0.017,-,*0.000,0.07,0.04,*0.000,*0.000,0.09,9.45,-,-,1.48,0.15,15.91,5.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/3/2015,Killik River,GAAR,ARCN,68.15578,-154.1588,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.12,-,0.003,-,-,-,-,-,-,-,-,0.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/22/2013,Killuk River,BELA,ARCN,66.562243,-164.411521,13.5,138,7.08,10.1,0.226,6,3.8,0.19,3.5,4.4,52%,6%,2.3,17%,2.9,19%,*0.004,0.007,-,*0.000,0.18,-,0.003,-,22.01,0.62,0.04,0.07,14.42,1.26,5.27,4.23,-,-,-,-13.9,-109.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
3/25/2014,Killuk River,BELA,ARCN,66.562243,-164.411521,frozen,-,-,-,0.124,4.5,2.8,< 0.02,-,-,-,-,-,-,-,-,0.321,0.007,0.007,0.004,0.58,-,0.009,-,"1,422.84",60.07,0.06,6.58,691.93,27.17,32.94,102.23,-,37.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/21/2017,Killuk River,BELA,ARCN,66.562243,-164.411521,14.3,625.4,8,9.3,0.682,18.6,3.7,0.64,-,-,-,-,-,-,-,-,0.076,0.032,-,0.016,0.61,0.61,0.022,0.04,102.95,1.3,-,-,59.47,2.64,11.22,10.9,16.27,58.77,13.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/20/2013,Kobuk River at Kavet Creek,KOVA,ARCN,67.12997,-159.03638,14.9,210,8.42,6.7,0.049,2.2,2.2,-,-,-,-,-,-,-,-,-,*0.003,0.052,-,*0.000,0.14,-,*0.001,-,0.22,5.69,0.04,*0.01,0.97,0.57,33.92,4.86,-,-,-,-18.7,-144.6,8.4,6.6,-,-,93.1,379,-,0.5,0.4,-,0.5,117.8,-,-,-,-,23.3,-,379,0.15,58,321,
3/24/2014,Kobuk River downstream of Kiana,KOVA,ARCN,66.94345,-160.29672,1,311.9,7.25,7,0.031,1.5,2,0.02,-,3.1,31%,23%,-,24%,2.5,17%,0.021,0.261,0.002,*0.000,0.33,-,*0.000,-,0.44,6.82,0.04,*0.00,1.34,0.43,34.28,6.83,-,80.54,26.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/7/2014,Kobuk River Headwaters,GAAR,ARCN,67.23957,-154.06416,7.4,170.6,-,11.7,0.014,0.9,1.5,-,-,2.6,28%,-,-,-,-,-,*0.000,0.184,-,*0.000,0.27,0.22,*0.000,*0.000,0.19,3.85,-,-,0.4,1.14,33.85,3.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/13/2015,Kobuk River near Kiana,KOVA,ARCN,67.23957,-154.06416,17.7,198.3,8.19,7.7,0.043,1.9,2.3,-,-,-,-,-,-,-,-,-,*0.002,-,-,*0.001,0.21,0.19,*0.000,0.004,0.29,6.61,-,-,1.17,0.45,31.75,5.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/13/2015,Kobuk River near Kiana,KOVA,ARCN,67.23957,-154.06416,17.7,198.3,8.19,7.7,0.039,1.8,2.2,-,-,-,-,-,-,-,-,-,*0.002,-,-,*0.001,0.21,0.19,*0.000,0.004,0.29,6.61,-,-,1.17,0.45,31.75,5.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/23/2013,Kobuk River upstream of Kiana,KOVA,ARCN,66.94345,-160.29672,11,201,-,6.9,0.043,1.8,2.4,-,-,-,-,-,-,-,-,-,*0.001,0.077,-,*0.000,-,-,-,-,0.25,8.52,0.04,*0.00,0.97,0.46,31.14,5.96,-,-,-,-18.7,-142.3,10.2,4.8,0.2,-,39.5,350.9,-,0.7,0.3,-,0.2,112.8,-,-,-,-,21.6,-,350.9,0.16,56,294.6,
6/10/2016,Lower Pish River,BELA,ARCN,66.10625,-164.07552,-,-,-,-,0.36,10.1,3.6,0.26,-,-,-,-,-,-,-,-,*0.003,0.01,-,0.003,0.45,0.32,0.008,0.013,4.41,1.14,-,-,3.19,0.37,7.52,2.37,8.97,,5.92,-15.4,-116,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/16/2013,Makpik River,NOAT,ARCN,68.060241,-158.641459,2.2,104,-,6.6,0.169,5,3.4,< 0.02,-,3.9,58%,-,-,14%,2.5,22%,*0.002,0.004,-,*0.000,0.19,-,*0.001,-,0.21,5.37,0.03,*0.00,0.6,0.15,8.55,6.92,-,-,-,-18.5,-141.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/7/2014,Middle Fork Koyukuk River,GAAR,ARCN,67.07641,-150.54996,12,525,-,10,-,1.5,-,-,-,-,-,-,-,-,-,-,*0.001,0.112,-,*0.000,0.19,0.16,*0.000,*0.002,0.29,49.53,-,-,2.46,0.47,59.83,26.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/28/2013,Nakolik River,NOAT,ARCN,67.874142,-160.751908,11.8,398,7.26,-,0.058,2.2,2.6,-,-,-,-,-,-,-,-,-,*0.003,0.056,-,*0.000,0.14,-,*0.000,-,0.35,29.44,*0.01,*0.00,1.29,0.29,47.15,18.65,-,-,-,-18.4,-139,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
9/16/2013,Nanielik Creek,NOAT,ARCN,68.010349,-158.771087,1.8,606,-,-,0.054,2.6,2.1,< 0.02,-,2.8,43%,8%,1.1,17%,2.4,20%,*0.000,0.022,-,*0.000,0.11,-,*0.001,-,0.44,59.23,0.02,*0.00,1.5,0.37,82.95,23.84,-,-,-,-19,-146.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/15/2014,New Heart Creek,CAKR,ARCN,67.60598,-164.10596,11,377,7.93,8.7,0.13,4.7,2.7,0.03,-,-,-,-,-,-,-,-,*0.006,0.013,-,*0.001,0.14,0.14,*0.000,*0.001,41.77,13.36,-,-,19.49,1.01,61.89,6.44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 7/25/2019,New Heart Creek,CAKR,ARCN,67.60598,-164.10596,13.2,354.3,7.96,10,0.135,5.7,2.4,0.08,,,,,,,,,*0.004,0.005,-,*0.001,0.21,0.18,*0.001,0.003,8.95,24.01,-,-,2.51,0.43,75.13,7.07,4.42,118.84,35.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/21/2013,Nigeruk Creek,KOVA,ARCN,67.182713,-159.301737,10.4,86,7.31,6.4,1.199,25.5,4.7,3.4,3.8,-,-,-,-,-,-,-,0.015,0.008,-,0.002,0.7,-,0.017,-,0.15,0.06,0.02,*0.00,0.87,0.14,14.45,2.56,-,-,-,-16.6,-131.9,84.3,23.5,2,0.4,251.2,3930.9,1.3,2,0.7,0.3,3.5,27.5,-,-,-,-,17.7,-,3931,0.55,2173,1758,
7/22/2017,Nigeruk Creek,KOVA,ARCN,67.182713,-159.301737,14.3,178.6,7.2,4.3,0.686,14.5,4.7,0.16,-,-,-,-,-,-,-,-,0.079,0.027,-,*0.000,0.51,0.46,*0.001,0.021,0.41,0.28,-,-,1.18,0.33,21.71,3.73,12.44,71.19,23.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/28/2013,Nimiuktuk River,NOAT,ARCN,68.149537,-159.948028,6.3,324,7.5,6.9,0.017,0.9,2,-,-,-,-,-,-,-,-,-,*0.001,0.074,-,*0.000,0.11,-,*0.001,-,0.24,36.33,0.03,0.06,3.99,0.47,41.04,11,-,-,-,-19.9,-149.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
6/27/2013,Noatak River,NOAT,ARCN,67.92345,-162.29388,14.1,252,7.99,9.3,0.066,2.2,3,-,-,-,-,-,-,-,-,-,*0.001,0.039,-,*0.000,0.13,-,*0.001,-,0.25,18.4,0.03,*0.00,1.86,0.37,36.36,8.68,-,-,-,-19.2,-148,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
3/24/2014,Noatak River,NOAT,ARCN,67.92345,-162.29388,0,360,7.45,10.3,0.028,1.6,1.8,< 0.02,-,2.6,24%,35%,-,24%,2.2,15%,0.025,0.217,0.002,*0.001,0.44,-,0.006,-,4.04,18.53,0.05,0.08,3.39,0.54,37.64,16.16,-,114.78,41.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/11/2015,Noatak River at Matcharak,GAAR,ARCN,-,-,-,-,-,-,0.023,1.7,1.3,*0.00,-,-,-,-,-,-,-,-,*0.001,0.069,-,0.004,0.13,0.13,0.003,0.009,0.25,40.89,-,-,1.03,0.7,53.49,22.23,0.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/13/2015,Noatak River near Kelly R,NOAT,ARCN,67.92345,-162.29388,16.2,273,8.25,7.4,0.032,1.6,2,-,-,-,-,-,-,-,-,-,*0.001,-,-,*0.000,0.13,0.15,*0.000,0.003,0.29,20.9,-,-,2.07,0.46,41.32,11.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/13/2015,Noatak River near Kelly R,NOAT,ARCN,67.92345,-162.29388,16.2,273,8.25,7.4,0.032,1.6,2,-,-,-,-,-,-,-,-,-,*0.001,-,-,*0.000,0.13,0.15,*0.000,0.003,0.29,20.9,-,-,2.07,0.46,41.32,11.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/8/2018,Noatak River near Kelly R,NOAT,ARCN,67.92345,-162.29388,8.1,695.1,-,11.7,0.088,3.9,2.2,0.12,-,-,-,-,-,-,-,-,*0.005,0.043,-,0.002,0.17,0.15,*0.000,0.052,0.54,32.19,-,-,2.17,0.41,48.38,15.88,2.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8/5/2014,North Fork Koyukuk River,GAAR,ARCN,67.30995,-150.7075,14.3,536.4,6.85,9,0.039,1.8,2.1,-,-,2.7,36%,-,-,-,1.9,22%,*0.001,0.106,-,*0.000,0.2,0.16,*0.001,*0.002,0.19,63.97,-,-,3.71,0.56,67.07,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/23/2017,North Fork Koyukuk River,GAAR,ARCN,67.30995,-150.7075,11.5,780.1,8.2,10.7,0.04,2,1.9,*0.05,-,-,-,-,-,-,-,-,0.023,0.107,-,*0.001,0.2,0.16,*0.000,0.008,0.27,68.2,-,-,5.45,0.52,69.89,29.96,1.39,98.37,23.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 7/24/2019,North Fork Koyukuk River,GAAR,ARCN,67.575843,-151.062282,14,440.7,8.13,9.9,0.014,1,1.5,*0.04,,,,,,,,,*0.009,0.142,-,*0.001,0.22,0.19,*0.001,0.011,0.27,90.28,-,-,6.76,0.71,80.93,42.99,0.58,103.5,26.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/21/2013,Noxapaga River,BELA,ARCN,65.520917,-164.161447,19.6,159,8.03,9.9,0.242,6.7,3.6,-,-,-,-,-,-,-,-,-,*0.005,0.018,-,0.004,0.28,-,0.024,-,1.99,1.5,0.04,*0.01,2.53,0.69,21.65,5.48,-,-,-,-17,-130,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
6/10/2019,Eli Creek 1,NOAT,BITE,67.811506,-161.861266,7.3,400,7.9,11,0.038,1.7,2.2,*0.05,,,,,,,,,*0.008,0.101,-,*0.001,0.18,-,*0.002,-,0.76,35.9,0.082,-,0.94,0.37,54.97,15.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/10/2019,Eli Creek 2,NOAT,BITE,67.802831,-161.866865,7.7,411,8,10.6,0.037,1.7,2.1,*0.04,,,,,,,,,0.011,0.078,-,*0.000,0.16,-,*0.001,-,0.76,35.42,0.083,-,0.89,0.35,56.75,15.44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/10/2019,ERBP1 Pond 2,NOAT,BITE,67.805323,-161.864649,9.9,351,8.1,11.7,0.017,0.9,1.9,*0.01,,,,,,,,,*0.004,0.058,-,*0.001,0.12,-,*0.002,-,0.82,31.97,0.081,-,0.92,0.24,71.26,16.93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/12/2019,KRBP18 Downstream,NOAT,BITE,67.93846,-162.578152,13.2,248,8.2,11.1,0.053,2.2,2.4,-,,,,,,,,,-,0.11,-,-,-,0.27,-,0.007,0.61,11,0.047,-,-,-,-,-,1.39,100.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/12/2019,KRBP18 Pond,NOAT,BITE,67.938764,-162.577875,13.5,248,8.2,11,0.055,2.2,2.5,-,,,,,,,,,-,0.11,-,-,-,0.23,-,0.011,0.61,11,0.048,-,-,-,-,-,1.65,96.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/12/2019,KRBP18 Upstream,NOAT,BITE,67.947139,-162.553945,11.9,233,8.2,10.5,0.038,1.8,2.1,-,,,,,,,,,-,0.84,-,-,-,0.2,-,0.004,0.6,11,0.045,-,-,-,-,-,1.1,92.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/12/2019,Kugururok River,NOAT,BITE,68.279081,-161.455131,-,-,-,-,0.026,1.5,1.7,*0.00,,,,,,,,,0.011,0.045,-,*0.001,0.11,-,*0.002,-,0.66,39.77,0.069,-,3.93,0.45,53.14,13.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/12/2019,RCBP4 Downstream,CAKR,BITE,67.481447,-163.675645,8.9,141,7.9,11.8,0.059,2.8,2.1,*0.06,,,,,,,,,0.012,0.043,-,*0.001,0.16,-,*0.001,-,1.68,1.55,0.041,-,1.6,0.28,19,5.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/12/2019,RCBP4 Pond 1,CAKR,BITE,67.482256,-163.675693,7.2,160,7.4,10.8,0.021,1.6,1.3,*0.03,,,,,,,,,0.019,0.128,-,*0.001,0.21,-,*0.001,-,1.99,1.54,0.036,-,1.56,0.28,22.77,5.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/12/2019,RCBP4 Upstream,CAKR,BITE,67.48239,-163.679281,9.5,143,7.9,11.7,0.061,2.7,2.3,*0.06,,,,,,,,,*0.010,0.039,-,*0.001,0.17,-,*0.002,-,1.66,1.54,0.039,-,1.59,0.28,18.69,5.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/12/2019,WCBP1 Inlet,NOAT,BITE,68.312526,-162.691475,11.7,254,7.8,9.9,0.045,2.5,1.8,*0.00,,,,,,,,,0.038,0.041,-,0.004,0.23,-,0.011,-,0.99,13.25,0.041,-,2.7,0.38,32.17,5.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/12/2019,WCBP1 Pond 2,NOAT,BITE,68.311408,-162.691287,11.5,261,7.9,10.4,0.023,1.7,1.3,-,,,,,,,,,-,0.078,-,-,-,0.12,-,0.013,0.82,41,0.041,-,-,-,-,-,0.62,86.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/10/2016,Nugnugaluktuk Headwaters,BELA,ARCN,-,-,-,-,-,-,0.38,10.2,3.7,0.88,-,-,-,-,-,-,-,-,0.012,0.033,-,0.003,0.51,0.48,0.016,0.018,8.39,0.07,-,-,4.65,0.51,6.47,3.34,8.79,,6.91,-12.1,-96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/23/2013,Nugnugaluktuk River,BELA,ARCN,66.198227,-164.249315,17.8,569,6.82,8.2,0.859,18.4,4.7,0.48,4.5,-,-,-,-,-,-,-,*0.008,*0.000,-,*0.001,0.56,-,0.013,-,159.86,5.36,0.05,0.54,85.16,3.87,7.5,11.53,-,-,-,-15.5,-120.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
 7/22/2019,RCBP4 Pond 1,CAKR,BITE,67.482082,-163.67568,10.1,139.1,7.4,10.1,0.023,1.4,1.7,*0.03,,,,,,,,,*0.007,0.162,-,*0.001,0.29,0.24,*0.002,0.003,2.31,1.78,0.035,-,1.64,0.3,25.35,5.77,1.02,71.42,20.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3/25/2014,Nugnugaluktuk River,BELA,ARCN,66.198227,-164.249315,frozen,-,-,-,0.087,5.2,1.7,< 0.02,-,-,-,-,-,-,-,-,0.106,0.013,0.009,*0.001,0.24,-,0.003,-,301.36,14.19,0.03,1.3,136.15,6.31,7.94,20.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/21/2017,Nugnugaluktuk River,BELA,ARCN,66.198227,-164.249315,17.7,627,7.5,7.9,1.005,26.1,3.9,0.34,-,-,-,-,-,-,-,-,0.073,*0.000,-,0.006,0.8,1.13,0.013,0.154,142.7,4.44,-,-,75.53,3.37,7.72,11.92,23.37,24.13,4.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/15/2014,Omikviorok River,CAKR,ARCN,67.68031,-164.10309,6.3,201,7.71,10.7,0.029,1.4,2.1,< 0.02,-,2.5,32%,-,-,-,1.6,19%,*0.006,0.093,-,*0.001,0.15,0.15,*0.000,*0.001,1.76,1.39,-,-,1.27,0.26,41.69,3.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/10/2016,Pish Headwaters,BELA,ARCN,-,-,-,-,-,-,0.149,4.4,3.4,0.07,-,-,-,-,-,-,-,-,*0.007,0.104,-,0.002,0.46,0.22,0.005,0.006,3.1,2.2,-,-,3.7,0.81,10.08,1.96,3.3,,7.79,-12.1,-119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6/23/2013,Pish River,BELA,ARCN,66.124934,-164.009303,17,85,6.71,9.7,0.54,13,4.2,0.33,4,-,-,-,-,-,-,-,*0.000,0.043,-,*0.000,0.41,-,0.006,-,9.95,1.1,0.04,0.04,6.75,0.56,7.02,2.7,-,-,-,-16.7,-127.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
9/11/2016,PRM 2,BELA,HEAT,66.06705,-164.17903,7.9,142.3,6.65,12.7,0.181,5.9,3.1,0.6,-,-,-,-,-,-,-,-,*0.002,0.002,-,*0.001,0.18,0.16,*0.001,0.005,4.51,2.35,-,-,3.44,0.41,12.3,2.97,5.39,35.64,8.93,-16.1,-116,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/21/2017,PRM 2,BELA,HEAT,66.06705,-164.17903,15.8,132.1,8.1,9.7,0.172,5.8,3,0.38,-,-,-,-,-,-,-,-,0.017,0.159,-,0.002,0.36,0.33,0.003,0.006,4.68,2.15,-,-,3.63,0.49,12.15,3.19,5.04,38.36,9.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/11/2016,PRT 2,BELA,HEAT,66.06763,-164.17894,6.9,87.1,6.39,10.9,0.873,23.3,3.7,0.96,-,-,-,-,-,-,-,-,*0.004,*0.000,-,*0.000,0.59,0.73,0.006,0.034,6.92,0.09,-,-,3.64,0.17,4.4,2.32,21.01,13.19,3.41,-15.1,-109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/21/2017,PRT 2,BELA,HEAT,66.06763,-164.17894,15.1,86.8,7.5,8.8,0.916,23.6,3.9,0.22,-,-,-,-,-,-,-,-,*0.010,*0.000,-,0.002,0.68,0.69,0.005,0.023,6.14,0.04,-,-,4.03,0.15,5.74,3.14,20.38,21.45,4.89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7/15/2014,Rabbit Creek,CAKR,ARCN,67.46954,-163.77065,7.1,142.3,7.9,10.4,0.036,1.6,2.2,< 0.02,-,2.8,38%,-,-,-,2,21%,*0.002,0.096,-,*0.000,0.17,0.17,*0.000,*0.001,1.49,1.28,-,-,1.66,0.27,18.22,5.54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 8/15/2019,RCBP1 Inlet,CAKR,BITE,67.56715,-163.463238,7.5,154.5,-,10.2,0.187,5.9,3.2,-,,,,,,,,,*0.005,0.031,-,0.002,0.21,0.22,0.003,0.005,1.59,1.17,0.049,-,1.59,0.17,18.59,7.08,4.95,68.49,17.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 8/14/2019,RCBP4 Outlet,CAKR,BITE,67.481848,-163.676064,5.7,185.5,7.26,6.8,0.025,1.6,1.5,-,,,,,,,,,*0.003,0.172,-,*0.001,0.23,0.25,*0.000,0.003,2.2,1.69,0.034,-,1.65,0.32,25.19,6,1.11,64.01,22.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 8/14/2019,RCBP4 Pond 1,CAKR,BITE,67.482498,-163.674248,6.6,185.7,7.27,7.2,0.025,1.6,1.5,-,,,,,,,,,*0.002,0.176,-,*0.000,0.24,0.47,*0.000,0.042,2.24,1.71,0.035,-,1.66,0.33,24.62,6.02,1.12,59.73,22.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 8/14/2019,RCBP4 Pond 2,CAKR,BITE,-,-,6.8,185,7.26,8.2,0.025,1.4,1.8,-,,,,,,,,,*0.003,0.167,-,*0.001,0.25,0.23,*0.001,0.003,2.24,1.72,0.036,-,1.67,0.33,26.05,6.01,1.1,66.25,22.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 8/14/2019,RCBP4 Pond 2 Dup,CAKR,BITE,-,-,-,-,-,-,0.026,1.5,1.8,-,,,,,,,,,*0.002,0.159,-,*0.001,0.22,0.24,*0.000,*0.002,2.13,1.64,0.036,-,1.58,0.31,24.57,5.78,1.1,67.27,22.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 8/15/2019,RCBP1 Outlet,CAKR,BITE,67.565934,-163.464107,7.2,151.2,-,10.8,0.196,6.2,3.1,-,,,,,,,,,*0.006,0.039,-,0.002,0.23,0.24,0.005,0.004,1.58,1.19,0.034,-,1.61,0.13,18.46,6.9,5.02,63.19,17.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 8/15/2019,RCBP1 Pond,CAKR,BITE,-,-,7.3,153.8,7.14,10.6,0.192,6.1,3.1,-,,,,,,,,,*0.006,0.015,-,0.002,0.12,0.26,0.003,0.005,0.67,0.58,0.035,-,0.67,0.06,10.65,3.32,4.94,65.64,17.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
 8/15/2019,RCBP2 Outlet,CAKR,BITE,67.495155,-163.624125,10.4,212.1,6.25,2.6,0.025,1.4,1.8,-,,,,,,,,,*0.003,0.031,-,*0.001,0.08,0.09,*0.000,0.003,1.95,1.59,0.036,-,1.8,0.3,32.29,5.88,0.88,67.07,28.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
